"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","Orcamento__c","Capital__c","DescontoAgravo__c","GarantiaProduto__c","Garantia__c","LimiteCapital__c","NumeroSerie__c","NumeroSorte__c","Percentual__c","PremioComercialDesconto__c","PremioComercial__c","PremioPuroDesconto__c","PremioPuroInterno__c","PremioPuroResseguro__c","PremioPuro__c","PremioTotal__c","TaxaAnual__c","TaxaComercial__c","TaxaMensal__c","TaxaPura__c","TaxaPuroInterno__c","TaxaPuroResseguro__c","TaxaTotal__c","TipoCapital__c","DescontoAgravoMonetarioComercial__c","DescontoAgravoMonetarioInformado__c","DescontoAgravoMonetarioTecnico__c","DescontoAgravoPercentualComercial__c","DescontoAgravoPercentualInformado__c","DescontoAgravoPercentualTecnico__c","TipoDescontoAgravo__c","TipoCapitalProduto__c","DemonstracaoPremio__c","TipoGarantia__c","MoedaGarantia__c","ValorCotacao__c","FranquiaGarantia__c","Limite_de_Uso__c","Tipo_de_limite_de_utilizacao__c","IOF__c"
"a0h0t000002wKLZAA2","false","01845993","BRL","2020-04-15T19:00:14.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:14.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:14.000+0000","","","0060t00000TOndkAAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.00042952572876034796","","","0","","","0.2150536999999897","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK6AAAU","false","01845038","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnYQAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.48","","","","0.64","4.51","","0.001500115","","0.0002149","","","0.001502250394201005","","","0.01","","","0.14234870000000566","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKGoAAM","false","01845698","BRL","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","","","0060t00000TOnc8AAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.000429818175556044","","","0","","","0.2832860999999909","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKChAAM","false","01845443","BRL","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","","","0060t00000TOnaMAAT","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.00042930091696166396","","","0","","","0.1626015999999897","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBKAA2","false","01845358","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOnZsAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.48","","","","0.64","4.5","","0.001500115","","0.0002149","","","0.001498884388160325","","","0","","","-0.08203449999999446","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBPAA2","false","01845363","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOnZdAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.48","","","","0.64","4.5","","0.001500115","","0.0002149","","","0.001500115","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKEOAA2","false","01845548","BRL","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","","","0060t00000TOnZPAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.000428604","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKEdAAM","false","01845563","BRL","2020-04-15T18:57:05.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:05.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:05.000+0000","","","0060t00000TOnYqAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.00042930091696166396","","","0","","","0.1626015999999897","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK7XAAU","false","01845123","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYpAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","3.2","","","","0.46","3.21","","0.001071511","","0.0001535","","","0.00106992592449281","","","0","","","-0.1479290000000022","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK6yAAE","false","01845088","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYfAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.48","","","","0.64","4.51","","0.001500115","","0.0002149","","","0.001502691040981335","","","0.01","","","0.17172290000000423","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK78AAE","false","01845098","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYaAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.92","","","","0.28","1.93","","0.000642906","","0.0000921","","","0.0006419061461597399","","","0","","","-0.1555210000000029","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK6tAAE","false","01845083","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYVAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.92","","","","0.28","1.93","","0.000642906","","0.0000921","","","0.000641755899670446","","","0","","","-0.17889089999999497","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK3VAAU","false","01844873","BRL","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","","","0060t00000TOnXwAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","2.56","","","","0.37","2.57","","0.000857208","","0.0001228","","","0.0008582059135499521","","","0","","","0.11641440000000891","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2hAAE","false","01844823","BRL","2020-04-15T18:56:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:43.000+0000","","","0060t00000TOnXcAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.92","","","","0.28","1.93","","0.000642906","","0.0000921","","","0.000642085966325034","","","0","","","-0.1275511000000007","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBoAAM","false","01845388","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOnXZAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","2.56","","","","0.37","2.58","","0.000857208","","0.0001228","","","0.0008595061446457199","","","0.01","","","0.2680964999999924","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK1UAAU","false","01844748","BRL","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","","","0060t00000TOnXSAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.000428604","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2DAAU","false","01844793","BRL","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","","","0060t00000TOnXNAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.92","","","","0.28","1.93","","0.000642906","","0.0000921","","","0.000642606416090496","","","0","","","-0.046598399999997486","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK7wAAE","false","01845148","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnWbAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.92","","","","0.28","1.93","","0.000642906","","0.0000921","","","0.000641749693698828","","","0","","","-0.1798561999999948","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK44AAE","false","01844908","BRL","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","","","0060t00000TOnWaAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","2.56","","","","0.37","2.57","","0.000857208","","0.0001228","","","0.000858520722330744","","","0","","","0.15313930000000475","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK5HAAU","false","01844983","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnWLAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.92","","","","0.28","1.93","","0.000642906","","0.0000921","","","0.000642906","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK73AAE","false","01845093","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnVtAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","3.2","","","","0.46","3.21","","0.001071511","","0.0001535","","","0.001072468561162705","","","0","","","0.08936550000000487","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK5CAAU","false","01844978","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnVsAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","3.2","","","","0.46","3.21","","0.001071511","","0.0001535","","","0.001071031790278492","","","0","","","-0.04472279999999662","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK52AAE","false","01844968","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnViAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","5.12","","","","0.74","5.14","","0.001714417","","0.0002456","","","0.001714016527618553","","","0","","","-0.023359099999997746","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKFMAA2","false","01845608","BRL","2020-04-15T19:00:03.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:03.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:03.000+0000","","","0060t00000TOnV3AAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.92","","","","0.28","1.93","","0.000642906","","0.0000921","","","0.000643212291347802","","","0","","","0.047641700000000675","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKGyAAM","false","01845703","BRL","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","","","0060t00000TOnUeAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.000428604","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK7hAAE","false","01845133","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnUBAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.48","","","","0.64","4.49","","0.001500115","","0.0002149","","","0.001497814209119555","","","-0.01","","","-0.15337429999999763","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK3uAAE","false","01844898","BRL","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","","","0060t00000TOnUAAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.000428604","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKDaAAM","false","01845498","BRL","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","","","0060t00000TOnSyAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.48","","","","0.64","4.5","","0.001500115","","0.0002149","","","0.001498738114946905","","","0","","","-0.0917853000000024","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK8pAAE","false","01845198","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnSKAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","2.56","","","","0.37","2.57","","0.000857208","","0.0001228","","","0.000857208","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2cAAE","false","01844818","BRL","2020-04-15T18:56:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:43.000+0000","","","0060t00000TOnSJAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","2.56","","","","0.37","2.57","","0.000857208","","0.0001228","","","0.0008584024370560321","","","0","","","0.1393404000000098","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wJfxAAE","false","01843413","BRL","2020-04-15T18:55:48.000+0000","005f4000000jPAEAA2","2020-04-15T18:55:48.000+0000","005f4000000jPAEAA2","2020-04-15T18:55:48.000+0000","","","0060t00000TOnSIAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.48","","","","0.64","4.5","","0.001500115","","0.0002149","","","0.001500115","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKAWAA2","false","01845308","BRL","2020-04-15T18:56:54.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:54.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:54.000+0000","","","0060t00000TOnREAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","3.2","","","","0.46","3.21","","0.001071511","","0.0001535","","","0.001071511","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK5vAAE","false","01845023","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnQxAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.92","","","","0.28","1.93","","0.000642906","","0.0000921","","","0.000643384708450506","","","0","","","0.07446010000000669","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK5gAAE","false","01845008","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnQdAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.92","","","","0.28","1.93","","0.000642906","","0.0000921","","","0.000641755899670446","","","0","","","-0.17889089999999497","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK81AAE","false","01845153","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnQDAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.000429459497012832","","","0","","","0.19960080000001046","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK8GAAU","false","01845168","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnOnAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.48","","","","0.64","4.5","","0.001500115","","0.0002149","","","0.0015010255398027","","","0","","","0.06069799999999237","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK6FAAU","false","01845043","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnLnAAL","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","3.2","","","","0.46","3.21","","0.001071511","","0.0001535","","","0.001071511","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKFqAAM","false","01845638","BRL","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","","","0060t00000TOnLQAA1","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","2.56","","","","0.37","2.57","","0.000857208","","0.0001228","","","0.000857208","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK6ZAAU","false","01845063","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOn4nAAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","5.12","","","","0.74","5.14","","0.001714417","","0.0002456","","","0.0017157630470768781","","","0","","","0.07851340000000206","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wJ8oAAE","false","01841358","BRL","2020-04-15T18:54:32.000+0000","005f4000000jPAEAA2","2020-04-15T18:54:32.000+0000","005f4000000jPAEAA2","2020-04-15T18:54:32.000+0000","","","0060t00000TOn4dAAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","2.56","","","","0.37","2.58","","0.000857208","","0.0001228","","","0.0008607356046490079","","","0.01","","","0.41152259999999163","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wJI5AAM","false","01841933","BRL","2020-04-15T18:54:51.000+0000","005f4000000jPAEAA2","2020-04-15T18:54:51.000+0000","005f4000000jPAEAA2","2020-04-15T18:54:51.000+0000","","","0060t00000TOn1oAAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","3.2","","","","0.46","3.21","","0.001071511","","0.0001535","","","0.0010709885665962631","","","0","","","-0.048756699999996655","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wIrEAAU","false","01840268","BRL","2020-04-15T18:53:48.000+0000","005f4000000jPAEAA2","2020-04-15T18:53:48.000+0000","005f4000000jPAEAA2","2020-04-15T18:53:48.000+0000","","","0060t00000TOn1nAAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","3.2","","","","0.46","3.21","","0.001071511","","0.0001535","","","0.001072149183379512","","","0","","","0.059559200000003365","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wIbfAAE","false","01839303","BRL","2020-04-15T18:53:10.000+0000","005f4000000jPAEAA2","2020-04-15T18:53:10.000+0000","005f4000000jPAEAA2","2020-04-15T18:53:10.000+0000","","","0060t00000TOn1mAAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","3.2","","","","0.46","3.21","","0.001071511","","0.0001535","","","0.001072149183379512","","","0","","","0.059559200000003365","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wJK1AAM","false","01842048","BRL","2020-04-15T18:54:52.000+0000","005f4000000jPAEAA2","2020-04-15T18:54:52.000+0000","005f4000000jPAEAA2","2020-04-15T18:54:52.000+0000","","","0060t00000TOmzcAAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.000428604","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKETAA2","false","01845553","BRL","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","","","0060t00000TOmzUAAT","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.000428604","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wJF6AAM","false","01841748","BRL","2020-04-15T18:54:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:54:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:54:43.000+0000","","","0060t00000TOmzAAAT","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.48","","","","0.64","4.5","","0.001500115","","0.0002149","","","0.00149848337591841","","","0","","","-0.10876659999999871","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wIlLAAU","false","01839903","BRL","2020-04-15T18:53:39.000+0000","005f4000000jPAEAA2","2020-04-15T18:53:39.000+0000","005f4000000jPAEAA2","2020-04-15T18:53:39.000+0000","","","0060t00000TOmz9AAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","2.56","","","","0.37","2.57","","0.000857208","","0.0001228","","","0.000857208","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBtAAM","false","01845393","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOmy6AAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","3.2","","","","0.46","3.2","","0.001071511","","0.0001535","","","0.001069511911929608","","","-0.01","","","-0.1865671999999985","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2NAAU","false","01844803","BRL","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","","","0060t00000TOmxNAAT","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","1.28","","","","0.18","1.28","","0.000428604","","0.0000614","","","0.000429818175556044","","","0","","","0.2832860999999909","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2XAAU","false","01844813","BRL","2020-04-15T18:56:36.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:36.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:36.000+0000","","","0060t00000TOmw8AAD","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","3.2","","","","0.46","3.21","","0.001071511","","0.0001535","","","0.0010707699826383072","","","0","","","-0.06915629999999506","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001ic6EAAQ","false","00214149","BRL","2019-07-22T22:04:41.000+0000","005f4000000jPAEAA2","2019-07-22T22:04:41.000+0000","005f4000000jPAEAA2","2019-07-22T22:04:41.000+0000","","","0060t00000FjmmXAAR","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.53","","","","0.65","4.54","","0.001514774","","0.000217","","","0.0015101740176293702","","","-0.01","","","-0.3036744999999952","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iTbIAAU","false","00184965","BRL","2019-07-22T15:10:31.000+0000","005f4000000jPAEAA2","2019-07-22T15:10:31.000+0000","005f4000000jPAEAA2","2019-07-22T15:10:31.000+0000","","","0060t00000Fjg97AAB","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.53","","","","0.65","4.54","","0.001514774","","0.000217","","","0.001510958447889592","","","-0.01","","","-0.2518891999999995","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iQoYAAU","false","00174270","BRL","2019-07-22T15:00:25.000+0000","005f4000000jPAEAA2","2019-07-22T15:00:25.000+0000","005f4000000jPAEAA2","2019-07-22T15:00:25.000+0000","","","0060t00000FjepOAAR","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","5.17","","","","0.74","5.18","","0.001731171","","0.000248","","","0.0017271167342805091","","","-0.01","","","-0.2341920999999969","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iQmNAAU","false","00174135","BRL","2019-07-22T15:00:24.000+0000","005f4000000jPAEAA2","2019-07-22T15:00:24.000+0000","005f4000000jPAEAA2","2019-07-22T15:00:24.000+0000","","","0060t00000Fjep9AAB","3000","","a0jf4000005iM02AAE","a0nf400000BpSulAAF","","","","","","4.53","","","","0.65","4.54","","0.001514774","","0.000217","","","0.0015101740176293702","","","-0.01","","","-0.3036744999999952","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
